advert_id,nm_id,primary_keyword,target_grade,keyword,is_primary,shows,clicks,orders,ctr_pct,cpc_rub,spend_rub,bid_rub,status,retail_price_rub,cost_price_rub,margin_pct,max_drr_pct,parsed_position,keywords_synced_at
31314341,629004626,тряпка для стекол без разводов,top_1_3,умные тряпки для стекол и зеркал без разводов,False,9,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки для уборки м,False,9,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки хозяйственные xl,False,9,2,0,22.22,1.58,3.16,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,резиновые перчатки упаковка прочные,False,9,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206346,754549033,перчатки для уборки,top_1_3,malibri перчатки,False,9,4,1,44.44,0.79,3.16,,pending_100_shows,457.0,,,15.0,,2026-07-07T09:34:18.573836+00:00
33206346,754549033,перчатки для уборки,top_1_3,перчатки резиновые м,False,9,0,0,0.0,,0.0,,pending_100_shows,457.0,,,15.0,,2026-07-07T09:34:18.573836+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка скатка для тела,False,9,2,0,22.22,0.36,0.72,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,безворсовые салфетки с кокосовой пропиткой,False,9,1,0,11.11,3.15,3.15,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки скраббер пенящиеся,False,9,1,0,11.11,3.6,3.6,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,тряпки пенящиеся,False,9,2,0,22.22,1.58,3.16,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,умная тряпка для мытья окон,False,8,1,0,12.5,2.8,2.8,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
33206346,754549033,перчатки для уборки,top_1_3,перчатки для уборки l,False,8,0,0,0.0,,0.0,,pending_100_shows,457.0,,,15.0,,2026-07-07T09:34:18.573836+00:00
33206346,754549033,перчатки для уборки,top_1_3,перчатки для уборки м,False,8,0,0,0.0,,0.0,,pending_100_shows,457.0,,,15.0,,2026-07-07T09:34:18.573836+00:00
31275686,624468743,перчатки для уборки,top_1_3,перчатки резиновые для уборки s,False,7,1,1,14.29,2.45,2.45,,pending_100_shows,179.0,,,15.0,,2026-07-06T11:41:17.541895+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,салфетки для чистки стекла,False,7,1,0,14.29,2.45,2.45,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,тряпка для зеркал без разводов корея,False,7,2,0,28.57,1.23,2.46,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,умная салфетка для окон и зеркал,False,7,1,0,14.29,2.45,2.45,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,умная салфетка для стекол и зеркал без разводов,False,7,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,умная чудо тряпка для стекол и зеркал,False,7,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки садовые с покрытием женские xl,False,7,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,массажная варежка для бани,False,7,2,2,28.57,0.28,0.56,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка для тела на руку,False,7,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,рулонные салфетки для кухни,False,7,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки для уборки в рулоне безворсовые для кухни и дома,False,7,1,0,14.29,2.45,2.45,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,микрофибра для стекла,False,6,3,0,50.0,1.2,3.6,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,салфетки микрофибра для стекол и зеркал,False,6,3,0,50.0,0.7,2.1,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,тряпка для мытья окон без разводов корея,False,6,2,0,33.33,1.05,2.1,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,тряпка для полировки стекла,False,6,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,тряпка для чистки стекол и зеркал,False,6,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки садовые женские прочные l,False,6,1,0,16.67,2.1,2.1,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206346,754549033,перчатки для уборки,top_1_3,перчатки садовые женские резиновые,False,6,1,0,16.67,2.1,2.1,,pending_100_shows,457.0,,,15.0,,2026-07-07T09:34:18.573836+00:00
33206346,754549033,перчатки для уборки,top_1_3,перчатки с хлопковым напылением внутри l,False,6,0,0,0.0,,0.0,,pending_100_shows,457.0,,,15.0,,2026-07-07T09:34:18.573836+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка скраб для тела,False,6,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,безворсовые салфетки в рулоне для кухни,False,6,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,многоразовые тряпки в рулоне,False,6,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,пенящие салфетки для уборки,False,6,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,пенящиеся салфетки для кухни в рулоне,False,6,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки бумажные рулон большой,False,6,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки для уборки абразивные,False,6,1,0,16.67,2.1,2.1,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки для уборки кухонные многоразовые,False,6,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
31275686,624468743,перчатки для уборки,top_1_3,перчатки садовые резиновые прочные женские,False,5,0,0,0.0,,0.0,,pending_100_shows,179.0,,,15.0,,2026-07-06T11:41:17.541895+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,тряпка для пыли из микрофибры,False,5,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,тряпки для мытья окон без разводов,False,5,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки для работы в огороде,False,5,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки для садовых работ,False,5,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206346,754549033,перчатки для уборки,top_1_3,перчатки для мытья,False,5,0,0,0.0,,0.0,,pending_100_shows,457.0,,,15.0,,2026-07-07T09:34:18.573836+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка для тела натуральная,False,5,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,пилинг варежка для тела,False,5,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,пилинг скатка для пяток,False,5,0,1,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,безворсовые салфетки,False,5,2,0,40.0,0.88,1.76,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,рулонные тряпки для кухни многоразовые,False,5,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетка скраббер,False,5,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки скраббер для уборки пенящиеся,False,5,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,тряпки в рулоне для кухни вискоза,False,5,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,салфетки для уборки стекол и зеркал,False,4,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,салфетки для уборки стекол и зеркал без разводов,False,4,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатка резиновые для работы в саду,False,4,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки резиновые хозяйственные прочные для огорода,False,4,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,товары для уборки дома,False,4,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка кесе,False,4,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка скраб для тела,False,4,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка скраб,False,4,1,0,25.0,0.32,0.32,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,безворсовые многоразовые салфетки,False,4,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,безворсовые полотенца в рулоне,False,4,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,пена для уборки дома,False,4,1,0,25.0,1.4,1.4,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,рулонные тряпки,False,4,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки для уборки в рулоне многоразовые с пропиткой,False,4,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки с моющим средством,False,4,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки универсальные,False,4,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,тряпки для кухни в рулоне впитывающие,False,4,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
31275686,624468743,перчатки для уборки,top_1_3,перчатки для уборки прочные,False,3,0,0,0.0,,0.0,,pending_100_shows,179.0,,,15.0,,2026-07-06T11:41:17.541895+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,микрофибра для полировки,False,3,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,салфетки 20*30,False,3,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,тряпки для стекол для уборки,False,3,4,1,1.3333000000000002,0.26,1.04,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,тряпки из микрофибры для стекол и зеркал,False,3,3,0,100.0,0.35,1.05,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,массажная варежка,False,3,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка для пилинга тела,False,3,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка мужская рукавица,False,3,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,пилинг варежка,False,3,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,скатка для тела,False,3,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,безворсовые полотенца,False,3,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,многоразовые бумажные салфетки,False,3,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,многоразовые пенящиеся салфетки с кокосовой пропиткой,False,3,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,рулон тряпок для кухни многоразовые,False,3,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки 30,False,3,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки абразивные для кухни в рулоне,False,3,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки для уборки рулон,False,3,2,0,66.67,0.53,1.06,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
31275686,624468743,перчатки для уборки,top_1_3,перчатки резиновые прочные мужские,False,2,0,0,0.0,,0.0,,pending_100_shows,179.0,,,15.0,,2026-07-06T11:41:17.541895+00:00
31275686,624468743,перчатки для уборки,top_1_3,перчатки хозяйственные садовые,False,2,0,0,0.0,,0.0,,pending_100_shows,179.0,,,15.0,,2026-07-06T11:41:17.541895+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки резиновые хозяйственные прочные s,False,2,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки садовые женские прочные,False,2,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки садовые резиновые прочные,False,2,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки хозяйственные резиновые 5 пар,False,2,1,0,50.0,0.7,0.7,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка для лица,False,2,1,0,50.0,0.16,0.16,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка для пилинга кесе,False,2,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,кесе,False,2,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка для тела женская,False,2,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка для тела женская натуральная,False,2,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка кесе,False,2,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,пилинг губка для тела скатка,False,2,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,пилинг скатка для лица,False,2,1,1,50.0,0.16,0.16,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,рукавица кесе,False,2,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,скраб для лица,False,2,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки вискозные для кухни,False,2,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки в рулоне с пропиткой,False,2,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки пенящиеся для уборки всего дома,False,2,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
31275686,624468743,перчатки для уборки,top_1_3,перчатки для уборки м,False,1,0,0,0.0,,0.0,,pending_100_shows,179.0,,,15.0,,2026-07-06T11:41:17.541895+00:00
31275686,624468743,перчатки для уборки,top_1_3,резиновые перчатки l,False,1,0,0,0.0,,0.0,,pending_100_shows,179.0,,,15.0,,2026-07-06T11:41:17.541895+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,безворсовые тряпки для уборки,False,1,0,0,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
33206165,754427875,перчатки резиновые хозяйственные,top_1_3,перчатки резиновые хозяйственные упаковка,False,1,0,0,0.0,,0.0,,pending_100_shows,176.0,,,15.0,,2026-07-06T11:41:42.148456+00:00
33206346,754549033,перчатки для уборки,top_1_3,перчатки садовые с покрытием женские прочные l,False,1,0,0,0.0,,0.0,,pending_100_shows,457.0,,,15.0,,2026-07-07T09:34:18.573836+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка для пилинга лица,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка для пилинга тела,False,1,1,0,100.0,0.08,0.08,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка для тела,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка кесе для тела,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,варежка массажная для тела,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,массажная мочалка для тела,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка варежка пилинг,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,мочалка пилинг,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,пилинг для тела отшелушивающий,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,пилинги для лица,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,пилинг от вросших волос на ногах,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35098216,754606396,мочалка варежка для тела,top_1_3,рукавица для душа,False,1,0,0,0.0,,0.0,,pending_100_shows,246.0,,,15.0,,2026-07-06T11:42:31.435927+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,многоразовые салфетки в рулоне для кухни с пропиткой,False,1,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,многоразовые салфетки с пропиткой,False,1,1,0,100.0,0.4,0.4,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,пенящиеся салфетки для уборки с кокосом,False,1,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
35110541,866360474,пенящиеся салфетки для уборки,top_1_3,салфетки вискозные,False,1,0,0,0.0,,0.0,,pending_100_shows,561.0,,,15.0,,2026-07-06T11:39:39.210335+00:00
31275686,624468743,перчатки для уборки,top_1_3,перчатки резиновые,False,0,0,1,0.0,,0.0,,pending_100_shows,179.0,,,15.0,,2026-07-06T11:41:17.541895+00:00
31314341,629004626,тряпка для стекол без разводов,top_1_3,корейские салфетки,False,0,0,1,0.0,,0.0,,pending_100_shows,275.0,,,15.0,,2026-07-06T11:42:06.812999+00:00
36713559,869367544,салфетки из микрофибры 30х30,top_1_3,кухонная тряпка,False,0,0,5,0.0,,0.0,,pending_100_shows,330.0,,,15.0,,2026-07-06T11:40:28.342228+00:00
